caption,ownerFullName,ownerUsername,url,commentsCount,firstComment,likesCount,timestamp,queryTag
"Hace unos días se mezclaron los colores, los caminos y la parcería @lugamesa. 🌈🎨🌞",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BXTIfkVAUPB/,2,pagale pieza👥,85,2017-08-02T16:58:06.000Z,
"Un regalo de la salsa, de la literatura y del Petronio para toda la vida. @boquichica 🍃 “De nuestros días felices en #Honda ♥️ Gracias @camilo_quintero_giraldo por la amistad, la alegría, la compinchería y las piecitas de salsa que me has concedido 😄 Gracias @lugamesa por la hermosa foto, la buena energía y la muy grata compañía ✳️”",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BjszeakABBr/,2,Amarlos tanto par de bellezuras! 💙😍🕺🥃💃,58,2018-06-06T22:31:25.000Z,
Siempre colores 🎨,Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BSZBgTJAXoG/,2,De los mejores lugares que tiene Cartagena,82,2017-04-02T17:15:30.000Z,
"Con Watusi, “ese mulato que mide siete pies y pesa 169 libras. El hombre más guapo de La Habana.” 🕺🏽@elchecho_ch.",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BkL6_bQgGnf/,2,¡Fotaza!,79,2018-06-19T00:33:33.000Z,
🚶📚,Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BFIFTtpQEfU/,2,@angelitaromar un frío enamorador 🌃,12,2016-05-08T00:33:31.000Z,
"Bogotá, mi capital bella y diversa 🌆",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BqRe_dRnQt7/,2,Ñindo uno.,117,2018-11-17T07:32:42.000Z,
"Hoy, en el Día Mundial en Recuerdo de las Víctimas por Siniestros Viales, hacemos memoria y también nos preguntamos qué más podemos hacer para proteger a quienes están en mayor riesgo. La ONU advierte que los siniestros viales son la principal causa de muerte en jóvenes.

Desde el Congreso avanzamos con el proyecto de #LicenciamientoResponsable, que moderniza el proceso para obtener la licencia de conducción, una medida que ya ha mostrado resultados en países como Nueva Zelanda, Australia, Alemania y Estados Unidos.

Porque la vida no debería terminar en la vía.

Más información en 👉 www.carvalho.com.co",Daniel Carvalho,davalho,https://www.instagram.com/p/DRIEjjcD36g/,2,Que tal si tenemos en cuenta las neurociencias?,63,2025-11-16T17:42:08.000Z,
El 9 de la Selección Granada y @elchecho_ch el dueño del balón. ⚽️ 📸 @juanrayola,Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/Bd5Y1B8hLH-/,2,"@camilo_quintero_giraldo  nice shot, nice jump Milo !",87,2018-01-13T16:40:20.000Z,
"Veámonos mañana en el Mercado Creativo en la Bodega/Comfama @comfamacultura. 

Participaremos en una conversación para inspirarnos y reflexionar juntos sobre la #LeyContraElRuido y la necesidad de vivir en ciudades más serenas.

Acompáñanos. Entrada libre. ¡Te esperamos!",Daniel Carvalho,davalho,https://www.instagram.com/p/DKm6i-3PMCb/,2,Sería chevere que todo ese talento y creatividad se enfocaran en proyectos que si valgan la pena.,115,2025-06-07T17:31:22.000Z,
"La @fiestalibro es la fiesta más bonita de Medellín. Siempre es un reencuentro con amigos, con historias, con libros y con la ciudad. Una semana que el Valle de Aburrá celebra cada año y que en 2026 llegará a sus primeros 20 años. ¡Que vengan muchos más! 💚",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DPAaRz1iXq4/,2,😍😍😍,45,2025-09-25T01:21:18.000Z,
La nueva compañera: Mela 🐈🖤 La vieja táctica “de hogar de paso” y se terminan quedando para siempre. 🤷🏽‍♂️,Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BgHtGtzh6WT/,2,Te amo Mela🐶🐶,78,2018-03-09T23:09:40.000Z,
"Los amigos, la hamaca grande en donde todos quepan, el mar y las montañas. 💙🦄",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/Bdyw33wBc5y/,2,Son muy lindos todos,64,2018-01-11T02:55:46.000Z,
"Para mí los árboles son dioses. Son la conexión entre la naturaleza, la música y la vida. A ellos les agradezco y los honro todos los días 🌳✨ 📸 Ceiba pentandra, popularmente conocida como La Bonga. Los isleños dicen que tiene más de 500 años. Isla Fuerte, Bolívar 🌿

#DíaNacionalDelÁrbol #DíaDelÁrbol.",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BiK3K1OA1pL/,2,Que árbol grandioso!!,111,2018-04-29T21:38:08.000Z,
"El ruido no es un problema menor en nuestras ciudades. Genera conflictos, deteriora los barrios, afecta la salud y expulsa a las personas.

Seguiré defendiendo esta causa y exigiendo el cumplimiento de la #LeyContraElRuido, promoviendo acuerdos que nos permitan construir ciudades más habitables, con menos conflictos y mejor convivencia.

✨Mira la cara de Galán y marca el 111 por el Nuevo Liberalismo✨",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DUMAc3wAsKX/,2,La venia bendita del poderoso divino jiji,-1,2026-01-31T19:57:51.000Z,
"Los indígenas huitotos (Murui-Muinane) comparten cada noche la preparación del rapé, mambe y ambil en la selva profunda del Amazonas colombiano. Nos cuentan que uno de los objetivos al ofrecerlo es ""aprender de la naturaleza algo nuevo todos los días"" 🌱",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BWAcEu7gOi1/,2,🤗🤗✔️Parabéns pelo seu trabalho 🤗🤗,54,2017-07-01T14:12:14.000Z,
"🌪

📸 @mr.caliche",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/CHl3UOYjF3e/,2,Mi Camiiii♥️🔥,108,2020-11-15T00:40:29.000Z,
"Esta es la ruta para defender a Antioquia 🛣️🇨🇴

Un camino hacia protección de la naturaleza y los animales, las ciudades menos ruidosas y el cuidado de nuestra cultura.

Si compartes este destino, acompáñame con tu voto. Mira la cara de Galán y marca el 111 ❤️.

#camideambiente",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DTjUwxNiWxN/,2,Wow ❤️,83,2026-01-16T00:46:01.000Z,
La Mamá Pacha 🌄,Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BBubGe0wEZ3/,2,"Es en San Miguel de Allende, México. Un abrazo @dianapierotti",25,2016-02-13T11:49:31.000Z,
"La mejor prueba de que esta campaña es la continuación de una vida de servicio, aquí un recuento de lo que hacía en 2016🔙📸

1️⃣ Defendiendo los árboles y el transporte público en la lucha del Túnel Verde 🌳🚍
2️⃣ Como Director de Estado Abierto en el MinAmbiente, impulsando el histórico y necesario Acuerdo de Escazú 📜
3️⃣ Desde la academia, como Director y profesor de la Clínica Jurídica Ambiental (U. La Salle) 👨‍🏫
4️⃣ Recorriendo Antioquia con pedagogía sobre paz y reconciliación 🏳️
5️⃣ Aprendiendo siempre de mis amigas y maestras ambientales 💚
6️⃣ Formando nuevos líderes como juez en concursos de DD.HH ⚖️.
7️⃣ Trabajando técnicamente por la calidad del aire del Valle de Aburrá 🌫️🚴
8️⃣ Promoviendo la transparencia y el Estado Abierto en la Universidad de Medellín 🗣️
9️⃣ Celebrando la vida y la amistad en el matrimonio de Ma. Teresa y Pablo (¡hoy ya tienen a Marcos!) 🌷
1️⃣0️⃣ Siempre firme con la movilidad activa: caminando, en bici y en bus 👟🚲

😍 Han pasado 10 años, pero la convicción es la misma. No llego a improvisar; llego con la experiencia lista para defender a Antioquia.

Si valoras la coherencia, acompáñame.

Mira la cara de Galán y vota 111 a la Cámara - Nuevo Liberalismo ❤️

#camideambiente",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DTrFKZoDv__/,2,Así lo querí 🫶✨🌳,86,2026-01-19T01:03:38.000Z,
#EnBiciAlTrabajo todos los días 🚲,Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BNrSxmqAvln/,2,Hipilon,52,2016-12-06T12:55:46.000Z,
"Hoy, día 111 (día 11 del mes 1) se cumple el primer mes de mi campaña a la Cámara por Antioquia.

Han sido semanas intensas, de recorrer el departamento y de escuchar a personas y comunidades valiosas de nuestra bella Antioquia. 

En este tiempo he confirmado el apoyo de sectores sociales y ambientales que creen, como yo, en el cuidado de la naturaleza, de espacios más tranquilos y menos ruidosos y en la protección de los animales.

Gracias a mis amigas y amigos, y a todas las personas que confían en mi trabajo para seguir defendiendo a Antioquia. 

Vamos en la ruta directo para el Congreso de la República. Mira la cara de Galán y marca el 111 por el Nuevo Liberalismo ♥️

#camideambiente",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DTY8vTBiUgz/,2,"Por favor consientizar la policía de que esto del ruido es un crimen auditivo , enferma , quita sueño , agota ... Ellos dicen que no pueden poner comparendo ni cerrar ni nada es más hay muchos que no conocen esta ley la policía minimiza el ruido haciendo caso omiso a los llamados de ayuda.
Insonorizar negocios en zonas recidenciales , vecinos que sacan bafles a la calle como si nada se llama la policía y nunca jamás llega ahora resulta que hay que estar cuando lleguen al establecimiento y decirle al dueño que no deja dormir es la única manera que la policía venga osea ellos se lavan las manos y uno queda con el problema más grande.",130,2026-01-12T00:03:42.000Z,
"Toledo: una ciudad de secretos, monasterios, historia, murallas, caminos y muchos mazapanes. 🍓🍅🍄🗿",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BLZ1lSEAM7l/,2,Iba ir a visitarla pero no me da el tiempo 😥 Le prometí volver pronto. ¿Venimos juntos? @malepgaona @alejalooploop,44,2016-10-11T01:10:48.000Z,
🤍,Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/CfPOWlJJMdS/,2,Lxs amuuuuuu,-1,2022-06-25T18:12:43.000Z,
"Escuchar a @delacallesenado reconocer el trabajo que hemos hecho por la Ley contra el Ruido y la Ley de Ciudades Verdes es un honor grande.

Nada de esto se logra solo. Con @davalho hemos dado debates, insistido y defendido causas que realmente benefician a Medellín y Antioquia.

La política también es saber rodearse bien y trabajar en equipo para que las cosas pasen.

🗳️ Mira la cara de Galán y vota 111  por el Nuevo Liberalismo 💙

#CamideAmbiente #111ALaCámara #Medellín #Antioquia #CiudadesVerdes LeyContraElRuido NuevoLiberalismo",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DU6yX84CdRY/,2,Este señor es lo máximo.  Decente e inteligente.,-1,2026-02-19T00:00:02.000Z,
"¡Gracias @uniandes ¡Gracias @maspuniandes!

Ayer terminó mi primera etapa en la Universidad de los Andes. Después de dirigir la Clínica Jurídica MASP de la Facultad de Derecho, decidí renunciar para aceptar un nuevo reto profesional en el sector público. Me voy emocionado por el trabajo y el proceso realizado. Sin duda fue una de mis mejores experiencias laborales, académicas y personales. 
Gracias a las/os estudiantes, al Rector @agaviriau, a la Decana Catalina Botero Marino y al personal administrativo y docente por este año de construcción y aprendizaje colectivo. ¡Fue un año espectacular! 
Los debates públicos que hoy promueve y lidera la Universidad son vitales y necesarios para seguir fortaleciendo la democracia ambiental y la paz territorial en el país. 
La dirección de la Clínica Jurídica MASP continuará en @maomadrigal. Excelente profesional y lo mejor es su maravillosa humanidad. El proceso que empezamos hace un año Daniela García y yo, quedaron -sin duda-, en las mejores manos. A ella, a él y a las/os estudiantes les agradezco muchísimo. ¡Gracias! 🌿💙🌳",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/B7sB8wJpm5N/,2,Que lindo Cami! Aquí nos vemos 😊💜,175,2020-01-24T03:52:07.000Z,
"Mi primer ciclo por el Ministerio de Ambiente y Desarrollo Sostenible terminó. Mi tiempo por esta Entidad fue de mis mejores experiencias profesionales y personales. Fue muy grato e importante compartir y aprender de muchas personas, de todas aprendí.

Seguiré muy conectado con los temas ambientales: Estado Abierto, participación, educación, diálogo social, transparencia, datos abiertos, justicia ambiental, protección a líderes ambientales, Acuerdo de Escazú (Principio 10), innovación, etc., pero ahora desde la academia. Desde allí continuaré trabajando con pasión y con rigor estos temas. 
Me voy con agradecimiento por esta Entidad y con la seguridad que cada persona que trabaja en este Ministerio –sin importar el cargo- hace una labor muy importante para seguir construyendo una democracia ambiental en el país.
.
Colombia tiene múltiples retos ambientales y será el trabajo colectivo, organizado, constante y articulado con todos los sectores y grupos sociales el que logrará proteger nuestra mayor riqueza: la naturaleza. 
Quedan muchos recuerdos y experiencias, pero destaco esta en Popayán. Aquí está reunida una parte de la diversidad de nuestro país: lo indígena, lo campesino, lo afro, lo urbano, lo rural, la academia, lo institucional, sector privado y los que entendieron que los cambios sociales se pueden hacer sin el ejercicio de las armas, las FARC. 
Destaco esta imagen porque ser parte y ayudar en la implementación de los Acuerdos de Paz fue emocionante; todavía queda mucho por hacer -y por cumplir-, pero ver a las FARC desde la legalidad, hablando y trabajando por la protección del ambiente, reafirma que la mejor forma de buscar soluciones es a través del diálogo, el respeto de la diferencia y la igualdad. 
En este momento en donde la política del miedo quiere volver a ser protagonista, no sobra volver a recordar que “es mejor una paz imperfecta a una guerra perfecta.""
. 
En este link dejo un breve documento con los principales logros durante mi tiempo en el Ministerio, los cuales fueron realizados colectivamente https://goo.gl/ch1vx7. 
Desde cualquier escenario seré un aliado más en la construcción de una democracia ambiental en Colombia
🌱🌿🌳",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/Bs6hoT7nYKT/,2,Qué orgullo tenerte en la vida 🌞🍻🌊💟,89,2019-01-21T23:07:24.000Z,
"Esto fue la acción de un Convite en Moravia: limpieza del parque y jardineras, movimiento de tierra, preparación de abono y fertilización del jardín, y un espacio para jugar. 
Mira el antes y después: no es magia, es el poder de un convite.

Si te interesa la participación ciudadana, las huertas urbanas y el cuidado del espacio público en Medellín: síguenos.
Y si esto te mueve, compártelo para que más gente se sume al próximo Convite.  #convite #medellin #moravia",El Convite,elconvite_med,https://www.instagram.com/p/DSDzSFigQqm/,2,Lo máximo,-1,2025-12-09T22:26:08.000Z,
"Don Chucho Ricaurte, el señor de la Salsa y el Son Cubano en Tumaco, Nariño. Sus historias, su música y su pinta es la representación pura de la salsa y así me lo hace saber en El Mesón, su lugar desde 1970 🎶🎺",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BMwpCvLB716/,2,☺☺☺☺,41,2016-11-13T18:15:09.000Z,
"Desde la Alianza Escazú estamos muy felices. Hoy fue un paso importante para la democracia ambiental en país. Se firma el Acuerdo de Escazú: información, participación, justicia y defensa ambiental. Muchos años trabajando para esto. Seguiremos hasta lograr su ratificación y cumplimiento.",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/B5-uFXsJ9Aj/,2,Te quiero Cami,132,2019-12-12T17:01:19.000Z,
"Con @CamiloElDeAmbiente nos fuimos a caminar Barrio Colombia y salimos felices. Entre talleres abiertos, artistas que están transformando el territorio y rincones llenos de creatividad, encontramos un barrio que quiere renacer desde el arte.
Medellín tiene talento de sobra. Lo que necesitamos es seguir cuidando y potenciando estos lugares para que la gente los habite, los recorra y los sienta suyos.
Barrio Colombia está viviendo algo especial… y apenas es el comienzo. 🎨💛✨",Daniel Duque V.,danielduquevel,https://www.instagram.com/p/DRZpYqgDZZo/,2,Hermoso!! Y GRACIAS A PICTOPIA MEDELLIN!! ELLOS  SIN LOS  QUE INICIARON ESTA  GENIAL IDEA EN BARRIO COLOMBIA!  GRACIAS PICTOPIA MEDELLIN!!👏👏👏👏🙌🙌❤️🙌👏👏,80,2025-11-23T13:34:55.000Z,
"¿Por qué es importante el Acuerdo de  Escazú para proteger los bosques y frenar la deforestación? ¿Cómo Escazú puede cuidar la fauna y la flora de nuestro país? ¿Qué relación tiene los jaguares con Escazú? 🐆

Mañana en esta conversación con la profesora Erika Castro trataremos de resolver estas y otras preguntas.",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/ClQC0pIsatK/,2,Que chévere poder escucharlos.  Y mejor aún que se haya logrado implementar con este nuevo gobierno.,-1,2022-11-22T04:59:34.000Z,
"En Urabá, en homenaje a Simona Duque, una de las heroínas de la independencia de Antioquia, crearon hace 23 años @simonadelmareco, un proyecto ecoturístico que fue inspiración para la Ley de Ciudades Verdes.

Con esta nueva ley queremos que haya más lugares así: que le apuesten al turismo responsable, sostenible y que cuide la naturaleza. 

Proteger lugares así fortalece la economía y el turismo local.",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DRLYnpXCWE0/,2,Hice una colección en homenaje a Ella 🖤🖤🖤,182,2025-11-18T01:11:08.000Z,
Todos los días se recuerda el #TúnelVerde como símbolo de la resistencia ciudadana y pacífica.,Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/5ij5iZwEZG/,1,@camilo_quintero_giraldo  presidente!,33,2015-07-25T01:04:21.000Z,
Fotosíntesis en #Bogotá. 🐎🍀🌿,Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BHp8xXPg_Q6/,1,"Somos la tienda de cámaras con los precios más económicos en productos y accesorios, ¡garantizado! @tiendananopixel",27,2016-07-09T21:15:54.000Z,
"Amazonas: el encuentro con lo salvaje, el misticismo, la sabiduría, el encanto, el aprendizaje 🌳🐒🌳🐾🌳",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BWL3gvzAuan/,1,Maravilla!,92,2017-07-06T00:43:38.000Z,
Días de mar y amistad 🐙 📸 @lugamesa,Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/Bcn4AxYhi6d/,1,Ya no se te ve la cara de tanto pelo,101,2017-12-13T00:55:06.000Z,
La Séptima 🐴,Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BRy9HYWguK3/,1,Jugá!,44,2017-03-18T22:26:00.000Z,
Sombras 🦊,Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BRZpaglgV9Y/,1,😱tienes dos?,61,2017-03-09T02:32:50.000Z,
"Los que me conocen saben que me gusta mucho la arquitectura de las iglesias, catedrales, basílicas, etc. pero La Sagrada Familia batió todos los records 💒 Y eso que no la han terminado. 😊",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BLeo1GIhIol/,1,Mi tierrita!,40,2016-10-12T21:55:34.000Z,
"Cadaqués, Cataluña es un bello pueblo costero pintado de blanco al borde del Mediterráneo. Los pocos residentes fijos dicen que por su lejanía aún conserva la autenticidad. Le apuesta a un turismo que respete la identidad, la historia y la cultura del lugar.

Aquí vivió Dalí, Picasso, Duchamp, Max Ernst, Magritte, Antonio Pitxot, Federico García Lorca, Luís Buñuel, entre otros. 🎭🎨📚🎹",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BLpOeHoAVog/,1,"Genial, Camilín. Trae contigo toda esa inspiración.",30,2016-10-17T00:36:53.000Z,
"Cuando las calles se transforman para las personas y no para los carros nos beneficiamos todos. 
De #Septimazo en #Bogotá se encuentra uno estas lindas sorpresas: habitantes de calle bailando de forma espontánea 🙌🎸🙆",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BGzlKeSwEca/,1,@camilo_quintero_giraldo Bacanisimo Cami!,15,2016-06-18T18:30:37.000Z,
"Gratitud, admiración y mucho amor para vos @daniela_galvis_restrepo. ¡Felices bailes y hasta pronto!💛🐱",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BRo7oc1Aycq/,1,<3,47,2017-03-15T01:00:38.000Z,
"Conociendo la Basílica de Guadalupe me encontré por casualidad una protesta de los padres de los 43 estudiantes desaparecidos de la Normal de Ayotzinapa. Al finalizar la marcha me acerqué a uno de los padres, Melitón Ortega y después de conversar un par de minutos me escribió esto en mi bitácora de viaje. #AyotziVive",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BAQodUtQEb-/,1,🙏🏼,14,2016-01-08T01:37:37.000Z,
Mis amigos y mis mentores ambientales. ¡Gracias! 🌳,Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BEXHAnbQEf1/,1,@camilo_quintero_giraldo usted es una cosa divina maldinga sea!!! Eavemaría!! 😍😍😍😍,18,2016-04-19T00:05:36.000Z,
"""Los gatos, desde sus tejados, observan la vida a su alrededor aparentemente impasibles. El sexo, el amor, las drogas, la soledad, la vejez, la inmigración, el humor, la grandeza y las miserias humanas. Nada escapa a su mirada inteligente y felina."" 🐈",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BQ_HGgRgb4K/,1,¡Miau! Qué lindos.,51,2017-02-26T19:12:46.000Z,
"Bogotá diversa, Bogotá Bonita 🌇",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BDMccEHQEXr/,1,Linda Bogotá.,16,2016-03-21T00:09:49.000Z,
"La muerte, el arte y los cipreses. 🌳🏺🗿 ""Somos metafísicos. No vivimos en la tierra sino en nuestras quimeras, en las conversaciones. En las palabras. Debemos añadirle algo más a la vida cotidiana para comprenderla. Incluso cuando nos encontramos junto a la muerte""",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BTPtF6ngNLA/,1,👌,34,2017-04-23T22:55:22.000Z,
"Pijao, Quindio. La primera población latinoamericana en ingresar a la red mundial #CittaSlow. La tranquilidad y la lentitud como estilo de vida.",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BO6Bx-ZB3ax/,1,😻,46,2017-01-06T02:47:17.000Z,
"""Mística y silenciosa se esconde tras la niebla de los páramos colombianos una especie de planta que enriquece estas tierras, no solo por su extraña belleza, sino por su capacidad para brindarles al suelo y a otras especies, incluido al ser humano, un recurso vital: el agua. Se trata de los frailejones"" 🌾",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BY7UDE9ACo3/,1,¿De quién es esa mano? 👌🏼,103,2017-09-12T04:00:05.000Z,
"No quería terminar esta semana sin recordar que el martes 7 de agosto a las 3 p.m. terminó su gestión como Ministro de Ambiente, Luis Gilberto Murillo, una persona que se la jugó para que el Ministerio de Ambiente y Desarrollo Sostenible escuchara más a las comunidades a la hora de tomar decisiones. Soy testigo del apoyo que le dio a diferentes iniciativas para fortalecer la democracia ambiental en el país. Algunas son: .
✅ Reivindicar la labor de los defensores ambientales para lograr su protección efectiva (Decreto 660 de 2018).
✅ Tener un Sector Ambiental más abierto y transparente (Resolución 1496 de 2018).
✅ Impulsar la ratificación e implementación del Acuerdo de Escazú (Principio 10).
✅ Normatividad y procesos más ambiciosos para mejorar la calidad del aire en el país (Resolución 2254 de 2017).
✅ Construir el camino para la implementación del Acuerdo de Paz en los territorios.
✅ Se triplicó las áreas protegidas. Hoy Colombia cuenta con 43 millones de hectáreas bajo alguna figura de conservación que equivalen al 20.5% del territorio nacional.
✅ La delimitación de todos los páramos en el país (37).
✅ La designación de 12 humedales designados como sitios de categoría internacional Ramsar.

Obviamente quedan muchas cosas por hacer, pero el avance del país en sus años de gestión -y en general en los últimos 8 años- fue buena.

Quedan grandes retos para el próximo gobierno, pero si se “construye sobre lo construido” y se implementa el Proceso de Paz adecuadamente, seguro a todo el ambiente le irá bien.

ÑAPA: Fortalecer la articulación con todos los integrantes del Sistema Nacional Ambiental -SINA- a través de un Estado Abierto, la gobernanza ambiental y un mayor presupuesto serán claves en el éxito de la nueva administración.",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BmZwuN7g1rh/,1,Y dele con el despeluque 😅,73,2018-08-13T02:35:59.000Z,
"El ruido nos impide escucharnos. Nos aleja, rompe la convivencia y hasta afecta nuestra salud. Y no es solo es ruido el que se oye, también es ruido las malas decisiones y algunas cuestionables formas de hacer política.

Al Congreso de la República llegaré a representar a mi departamento con sensibilidad y compromiso, defendiendo la naturaleza, los animales, nuestra cultura y el derecho de las personas a vivir tranquilas, sin ruido.

🗳️ Mira la cara de Galán y marca el 111 - Nuevo Liberalismo ❤️

#camideambiente #leycontraelruido",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DT3AD1ajlrO/,1,😍😍😍😍😍😍,-1,2026-01-23T16:09:56.000Z,
"✨Conversaciones de ambiente✨
@agaviriau ha sido un referente para mí. En este encuentro aproveché para decirle que admiro su trabajo y su manera de pensar el país. Me alegra saber que tenemos coincidencias y que compartimos luchas por la vida, la naturaleza y lo público.

 #camideambiente",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DTv6NodEj8I/,1,🙌🙌🙌🙌,124,2026-01-20T22:04:37.000Z,
La vecindad está de fiesta hoy 🏺,Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BbDp3k7h8tT/,1,Que bonita vecindad!,76,2017-11-04T02:47:28.000Z,
"Nos encanta encontrarnos con personas que vibran con esta idea.
Que entienden que la alegría también se baila sin incomodar al vecino, cerquita al corazón.💙 

Gracias por tus palabras, @lejortiz 🫰🏽✨

Porque pa’ bailar sabroso, no hay que ser ruidoso.

🗳️ Vota 111 a la Cámara por el Nuevo Liberalismo.

 #LeyContraElRuido #Cultura #Tranquilidad #BailarSinRuido #111ALaCámara NuevoLiberalismo Antioquia",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DUoxCzjjsMz/,1,Hermoso mi @lejortiz 😍 así es con el 111 vamos firmessss!,-1,2026-02-11T23:16:23.000Z,
#CovidFriday en la montaña. 🌸,Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/CBsQtRdDUO4/,1,♥️,124,2020-06-21T09:09:26.000Z,
"Para recuperar la serenidad, necesitamos más manos y menos carreta. 💛

Te invito a unirte a El Convite, el grupo oficial de los que queremos una Antioquia verde y sin ruido.

Dale clic al link de la bio o escanea el código QR y súmate a mi campaña por la serenidad.

 #camideambiente #elconvite",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DTvKAITCDWr/,1,👏👏 siiiiii ❤️❤️,119,2026-01-20T15:03:25.000Z,
"En Candidatos en IFMNOTICIAS hablamos con Camilo Quintero, candidato a la Cámara de Representantes por Antioquia.

Desde su historia como desplazado por el conflicto armado hasta su paso por las ramas judicial, ejecutiva y legislativa, Camilo Quintero compartió su recorrido personal y profesional, así como su trabajo en iniciativas como la Ley contra el Ruido y la Ley de Ciudades Verdes.

Durante la conversación, expuso sus posturas frente al Gobierno nacional, su defensa de las vías 4G en Antioquia y su activismo ambiental y social. También habló sobre el papel del Congreso en el control político y la importancia de ejercer una vigilancia seria y responsable sobre el Ejecutivo.

 “El control político no es para redes sociales, es para defender las instituciones y los intereses regionales”. @camideambiente

Vea la entrevista completa en IFMNOTICIAS.COM",IFMNOTICIAS,ifmnoticias,https://www.instagram.com/p/DTtkb0GDJ40/,1,@policiadecolombia  peguenle una leída.,-1,2026-01-20T00:16:27.000Z,
"Caminando los páramos. La  naturaleza, la amistad, el amor y un sombrero como compañía 🎩🌱",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/B43SkfpJY9R/,1,Fashion,165,2019-11-14T23:14:49.000Z,
"Otra vez el ruido interrumpiendo la vida. 🚧🛑

El caos auditivo constante: 
1️⃣ Irrita. 
2️⃣ Enferma. 
3️⃣ Y no deja que nos escuchemos.

Pongamos límites para vivir tranquilos. Vota a Cámara 111 - Nuevo Liberalismo ❤️#camideambiente",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DTdYQBlCeiW/,1,Desplazamiento urbano 😢 por irritación y enfermedades relacionadas.,92,2026-01-13T17:21:19.000Z,
"Cuando la política se hace con ganas, con juicio y de frente,
dan ganas de seguirle apostando a lo público.

En Medellín y Antioquia ya hemos demostrado que se puede hacer distinto.
Ahora vamos por más desde el Congreso.

🗳️ Vota 111 💙

#Medellín #Antioquia #Camideambiente #NuevoLiberalismo",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DUoBDNpDuRn/,1,Pantallazo y para el chat de la familia 🔥,-1,2026-02-11T17:02:34.000Z,
